Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8571472,,,,,
Cayman Islands,CYM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,87.84676361,86.24891663,85.68872833,86.134758,77.86911011,78.45044708,77.75250244,78.57173157,78.67677307,74.90077972,74.12632751,70.47841644,70.61538696,71.08920288,71.87760925,77.05210114,81.02812195,82.34883118,82.66812897,82.37229156,81.97109985,80.46820068,101.0988083,100.7716217,99.88453674,99.78395081,99.79351044,,97.4384613,96.73135376,96.64961243,97.77345276,97.61051178,97.74523163,100.8579483,102.3869095,102.4738388,103.3517075,105.3647614,101.6243286,101.2005386,100.1753464,99.76197815,99.15271759,99.30011749,,,
Czech Republic,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,123.3348694,126.725853,128.7900848,130.0211334,128.7923584,125.2613297,122.3697586,119.9845734,117.0129318,,97.40701294,99.1233902,100.5883484,100.2419815,97.97691345,96.4525528,93.85704041,91.81835175,91.87023163,93.19965363,96.33196259,100.7051315,102.6683121,105.5303192,104.5822678,104.2340469,101.7846069,103.0872574,103.0313873,103.3334885,103.4130478,101.5502167,99.02578735,98.59442139,99.21253967,99.99365997,103.1845779,105.7384872,105.9794464,103.8093109,100.7589111,99.34803009,98.70732117,98.63239288,99.49797821,100.2258224,,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4172592,98.88791656,100.553093,100.1408997,101.0867691,102.2909775,103.7775726,105.2151871,105.033699,105.1176682,104.197052,102.412262,101.9854202,102.7841492,103.0159836,104.1280899,104.7076111,103.9524078,103.3304672,102.9357376,102.4175873,102.1430588,101.7017288,101.4573364,102.3890533,102.9843903,,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.62140083,24.76102066,25.75126076,26.24950027,26.49394989,25.49880028,23.68378067,26.55669022,26.63083076,26.61412048,27.85062981,30.0968399,31.51635933,32.54917145,32.1028595,34.00088882,33.98797989,33.71319962,32.93624878,33.29795837,32.8331604,34.09204865,30.95237923,32.71612167,33.6600914,33.52957153,32.8364296,32.19713974,32.53210831,32.49496078,36.46623993,38.33863831,40.19001007,42.16699982,43.62855148,45.97518921,48.21451187,57.06840897,55.99734116,,61.34288025,63.94065094,63.82498932,65.11535645,64.21138763,63.5365715,63.9010582,65.12621307
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,129.1651611,130.6888428,127.4941788,119.8790512,118.7516785,110.3355179,110.5935669,109.6672516,106.2640533,103.3795013,101.3476486,106.4351501,,101.5287018,,95.53302002,99.59451294,99.19698334,,103.4820175,107.6394119,107.3041229,119.9606171,127.6074829,133.2664948,,,,128.3598022,120.3885498,113.011673,108.2274094,103.9968185,100.3354034,99.39987183,98.08496857,99.67707825,101.3073502,104.733429,108.8113403,114.041481,119.0121307,118.2735825,117.9491119,116.0123215,112.3331833,,
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,95.87277985,96.42208862,98.8911438,101.6711121,102.8337173,104.183548,100.7819138,99.33132172,97.37077332,97.35111237,95.47402954,96.29634857,98.00093842,98.96527863,98.77725983,98.68261719,98.86003113,98.97547913,97.79876709,97.68508148,98.25418091,97.43151093,98.56620026,100.3246689,100.4029922,100.644783,,101.5851135,101.3347931,101.4274368,101.3616562,103.3226089,,100.7323303,98.73159027,99.30143738,100.0144272,99.61406708,99.56391144,99.58078003,100.7806702,101.3582993,101.5501709,101.3003693,101.4617233,101.8048325,,
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,94.30924225,101.6492386,98.19616699,96.62650299,98.31794739,101.4783936,102.4631195,102.3078079,110.0860367,112.5291595,114.9396667,118.1838684,111.2820892,113.2544479,120.6348038,120.7906265,,,,,100.2086868,100.6276779,102.4808121,101.4930573,99.21047974,102.8682404,101.9224701,109.4293289,112.5798111,115.8456726,,118.1388702,115.8429718,107.8768082,108.3769226,103.6323624,113.7290497,109.5305405,111.8576965,110.5022202,109.8604507,107.9562912,109.1145935,107.5581589,111.4053574,110.2987518,107.7998123,
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,74.01550293,78.15110016,82.82420349,86.5936203,88.70622253,91.70023346,93.65245056,94.70355988,94.4343338,94.32922363,93.24674988,92.12750244,90.92404175,90.50630951,89.63089752,88.58770752,89.76783752,91.2600708,91.49601746,92.07621765,93.91365814,95.92681885,96.22457886,96.85127258,96.88082886,98.05448914,99.23581696,100.4505615,102.3821335,104.9081573,103.9016876,105.1424408,106.0029678,107.0001221,107.6752396,108.1942215,109.5181503,109.1771927,112.2546616,115.2264099,116.4619522,117.9244308,119.3650665,118.3392715,115.7185211,113.6465073,111.697319,
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.865509,101.2168198,102.2600098,107.1739883,109.8447571,112.1996384,113.1069183,110.5428391,107.6412506,107.6642303,108.9401474,110.6828995,111.1676636,111.4697876,112.2887192,115.6014404,118.1816101,120.900528,121.5798569,121.1074219,119.2528305,116.9770279,114.9913177,112.8913803,110.9406967,108.9674072,107.0144882,105.5279694,105.9215927,106.2152481,107.3688278,108.6770706,111.297493,113.6426697,109.5327911,104.9594803,104.6890411,106.7002029,107.7277374,107.9218903,107.2154083,106.5507584,106.2728271,105.1000137,102.3610916,102.2752075,102.9761887,103.5828934,
Early-demographic dividend,EAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,78.49521637,78.42259216,79.84290314,82.17910767,82.17456818,83.42166901,84.16928101,85.62888336,84.5343399,85.09516144,86.56777191,88.13694763,89.4081192,90.6322937,91.58956909,91.45439148,92.00847626,91.2638092,92.36852264,93.98584747,93.44306183,93.66081238,93.61968994,94.2003479,94.98813629,94.69856262,95.25839233,95.05967712,95.18254852,95.63227081,96.51190948,96.83447266,97.58860779,100.7884674,101.9692612,103.2545776,104.0173416,105.7936935,106.1578369,106.2262878,106.5160522,106.1825867,106.8847733,107.1129303,105.8424911,106.2304382,108.5242462,108.3856964,
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.9914474,101.4028778,102.3421936,106.69944,108.9548264,111.1659393,112.0835266,109.7741699,107.1191483,107.1608429,108.3736496,109.8734283,110.2151794,110.4358978,111.1422424,114.1367798,116.5273209,119.0401001,119.6660538,119.2777023,117.6503067,115.5703506,113.7651215,111.8535767,110.124649,108.3128815,106.5161667,105.1173096,105.4897232,105.7538681,106.7820892,107.9398575,110.3637009,112.5406876,108.8490524,104.6440887,104.4220963,106.2932968,107.2281723,107.4194489,106.8260422,106.226799,105.931221,104.7718201,102.2080612,102.0693283,102.6809311,103.2444992,
Europe & Central Asia (excluding high income),ECA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.7340469,105.7392578,104.4107895,103.5377426,103.0280228,102.8703308,103.2846527,103.5248108,103.4930878,103.8106995,103.3792801,102.1067123,102.4373474,102.5795822,104.4919205,104.8426819,105.572052,105.7912598,106.4775925,105.1652985,105.1286011,106.5180283,105.9377289,104.9477386,103.9842834,103.3212967,102.4868774,101.9316025,101.9891281,102.3317184,102.1029663,104.0961533,106.4037094,104.4785309,98.15035248,99.79540253,98.83033752,98.97606659,99.17752838,98.79929352,99.39759827,99.85607147,99.56865692,101.8623428,101.1140594,99.75079346,100.0946274,99.75467682,
Europe & Central Asia,ECS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.2523804,105.2762833,104.8259735,104.0217667,104.064743,104.0071564,104.1518326,103.9358902,103.8160706,103.7835083,103.4394913,102.6814804,102.7256622,102.5354004,103.287941,103.4945297,104.0091324,104.3614807,104.6884308,103.9488373,103.5817032,104.00634,103.3269806,103.1072235,102.764679,102.3595276,102.1469879,101.7754593,102.4916687,102.7711868,102.3428802,103.0404434,103.6456833,102.6143036,100.1305618,101.17276,100.8230972,100.9868011,101.3461914,101.0428391,101.2205276,101.2870102,101.2539063,102.7048035,102.2089996,101.4234924,101.7368622,101.581192,
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,97.56165314,98.25080872,99.81864166,102.8900528,103.1355515,104.9882278,105.613472,107.1325912,112.4243088,113.7036285,118.1551819,120.1585617,121.2893066,122.5565414,122.4962387,123.639122,125.5276794,125.932579,124.4261703,123.5201721,121.8440399,131.1823425,126.8966904,109.9566193,109.7355881,110.1340714,112.9283371,111.0815201,110.7986069,111.325943,112.2804565,113.0523911,112.5554581,111.9529037,111.7288132,111.6336823,112.9361877,110.7766418,115.8318329,116.799881,117.5460815,115.0745087,113.3077698,113.8170929,107.622818,104.1760864,,
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,68.5194931,69.45205688,69.85484314,67.20308685,68.25032806,67.55143738,66.67162323,66.44342041,66.53491211,67.94426727,68.92591095,70.91023254,73.72686768,76.38873291,78.89710999,81.27957916,83.88760376,86.34921265,87.16664886,89.14170837,91.51196289,83.45213318,84.03315735,92.82743073,85.40171051,93.53621674,92.65762329,,91.04499817,91.00641632,91.87461853,93.3265686,94.77909088,96.29779053,96.89836884,99.50617218,101.507309,,104.0100021,103.5819168,98.82788086,103.0078735,102.5237503,101.1277466,,103.6245193,104.9619293,
Euro area,EMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.7585907,106.7661133,106.6914825,105.3790894,105.6897812,105.6452103,105.6585464,105.2971725,105.2502213,105.1092072,104.970871,104.7013016,104.3231201,103.6278915,103.2233582,103.5120392,103.9244385,104.5356979,104.6746979,104.5618362,103.6460114,103.0851517,101.8747864,101.9701385,102.207222,102.3327713,102.9325104,102.676239,104.0069427,104.5373688,103.643013,103.2070313,102.482872,102.2513733,102.2945328,103.2015762,103.6350021,104.1036682,104.1497879,103.7310181,103.2545319,102.8407669,102.3105087,102.5877914,102.0662079,102.1336899,101.9858017,101.9804306,
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73018074,23.39369965,21.53095055,34.0128212,40.4433403,44.23595047,46.73162079,49.16307068,48.51113892,,52.01517868,58.71181107,59.52344131,66.28787231,72.42194366,75.73783875,76.25457764,73.44766998,66.20944977,61.60029984,57.43920135,52.96960068,55.53462982,57.39757156,63.13185883,55.70903015,54.07534027,,49.42211914,
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.2012405,114.2406006,109.6907806,111.8852921,112.7454987,111.7429276,110.9246597,110.0680389,109.6954117,109.1291504,108.6052017,109.2112198,109.2943802,108.8564682,108.4639587,107.1479874,106.7155075,104.3265915,104.2051315,104.1944733,105.0015488,104.3758774,106.149353,105.8158569,104.7425613,104.4458008,103.9657364,104.1197205,104.2646179,104.2434998,103.7872009,103.3872681,103.2397308,103.4831085,102.8979416,103.5531921,105.3050613,106.7355118,106.8529205,105.4506683,104.3916702,103.1791,105.1445694,104.1987076,104.4310608,103.87117,,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,102.8897095,102.3964386,102.1218872,102.2361679,103.2617111,104.7042999,111.9033585,114.4220734,113.2425766,93.52155304,92.24201965,91.72743225,89.63854218,90.45841217,91.73921204,95.49846649,97.21466064,99.56613159,101.3830338,102.967041,103.7744522,102.3805313,101.1879425,99.68179321,98.90731049,97.70076752,98.91490936,101.6273117,103.0914993,103.0568924,101.7139435,100.8968735,99.4256134,97.80860138,96.98542786,97.11779785,,
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,15.02952003,15.86159039,16.27537918,17.73302078,19.22990036,21.25178909,22.8312397,21.95611954,26.12364006,33.76340103,38.85641098,41.63835907,42.23875046,40.31402969,37.43000031,36.882061,39.96001816,40.77885056,39.04600906,35.16444016,31.46260071,25.19362068,21.62278938,25.42045975,29.08992958,34.95264816,40.33982849,49.96408081,49.40525818,54.44353867,60.26224136,63.45867157,64.81690216,67.75247192,79.01339722,83.32765198,89.16546631,94.82285309,93.50235748,91.77596283,94.5005722,94.55075073,,99.92320251,101.9442291,,,
European Union,EUU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.4910507,105.5097198,105.5827332,104.6300125,104.9088821,104.8114319,104.7712784,104.3893585,104.1664505,103.8642807,103.4676437,102.9688568,102.8755798,102.5006714,102.4480133,102.5468369,102.8155899,103.1414032,103.0201874,102.6006393,101.7767487,101.1827469,100.4588928,100.8855133,101.2259216,101.3092728,101.7656021,101.7491684,102.7361069,102.8634491,102.2801514,102.0280533,101.4793396,101.2960892,102.1040421,102.5620575,102.5733566,102.6912308,102.9950333,102.7451477,102.5911865,102.2925568,102.4002914,103.005043,102.649971,102.2287903,102.4570618,102.478241,
Fragile and conflict affected situations,FCS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,66.22637177,66.16744995,66.5776062,67.99510193,68.77163696,69.72389984,71.72931671,73.04627991,73.33789063,75.09233856,77.07328796,78.84697723,77.61328125,77.96562958,78.66670227,77.95426941,78.5424118,76.7279892,76.6450882,75.28568268,72.72769928,76.56054688,76.01207733,76.42816925,76.92936707,77.36878967,76.24201965,75.64025879,74.67751312,73.19982147,74.59645844,76.50601959,80.91034698,83.88729858,86.1532135,87.15255737,89.27899933,90.56842804,93.61985779,93.85890961,95.16143799,96.22757721,98.08997345,97.29988098,97.74466705,97.2382431,97.60919189,97.72088623,
Finland,FIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,81.71880341,81.14138031,82.19316101,85.79644775,89.82530975,102.1845016,100.6172714,99.17355347,98.15093231,97.15374756,96.08106995,97.35912323,99.93746185,101.8161774,102.6371994,102.3517227,102.1436462,100.7644882,99.1845932,98.47180176,98.68093109,99.14486694,99.31259155,99.27768707,98.96893311,99.04808807,99.20027161,99.89592743,100.3950272,101.2671967,101.2640228,100.3905716,99.6743927,98.78282928,98.41747284,98.00862885,98.55529785,98.97701263,99.21412659,99.48374939,99.75524139,100.3514175,100.3510818,100.6155396,100.5511093,100.4219208,,
Fiji,FJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.7406082,109.9890594,112.3323898,115.6133118,116.8345566,117.5107193,115.3548431,112.701683,110.3644333,106.7632523,105.4421768,105.2833328,,102.5846863,101.7559814,102.0965805,103.6825867,104.8591232,,,,108.7144012,107.5318375,,107.9957275,106.9393234,104.8430481,105.1369476,105.062233,103.7474213,101.571701,103.9811707,105.8439407,108.5962067,112.6167603,,113.4644775,107.5225601,106.5758286,105.1016998,,104.8709564,104.9826431,105.6295776,,105.5458527,105.3030701,,
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,116.0335464,113.2825928,110.8180389,110.2234879,109.6715622,108.9640274,108.9048615,110.6488876,111.6474304,111.8886795,111.2413483,109.9369583,107.7396698,107.0047226,106.8213806,109.8852386,112.3675995,114.3156128,114.3658981,112.0234528,109.3780289,106.8520203,104.6585922,104.885643,105.1284103,105.7161789,104.748291,104.8685532,104.9051514,100.4282608,100.3822098,100.2492981,99.97544861,99.81118011,104.6364899,104.2788467,103.8597794,103.6221466,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,102.1013794,101.9744873,101.9871902,,
Faroe Islands,FRO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,214.0005646,215.4276733,222.032486,215.2562561,211.4727631,202.5271454,204.5969238,198.9126892,191.9230194,,,,,,,,,,,,,,,,,,,,,,,,,113.1477585,111.3065567,,111.6391296,,,,,,,97.62538147,95.52839661,,,
Gabon,GAB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,138.9598541,140.1008301,140.5652313,139.3088989,142.1794128,144.8620148,140.9342346,146.0868835,141.7703094,143.9272766,145.9640808,146.053299,145.8040161,146.6089325,147.2402649,146.3808746,147.3254547,145.0070648,148.5377502,,,135.9592896,,139.4981537,145.7531128,144.0996246,143.5027161,,141.8561249,,136.7249451,142.4799805,138.9934235,,,,,,,,138.723526,,,,,,,
United Kingdom,GBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.9469376,103.2986374,102.5524826,102.6254807,102.8107986,103.2640228,103.6903,103.8215637,104.0392227,104.2220917,103.8506927,102.9516602,101.7443695,102.4197464,102.6712494,105.0055618,106.6671906,107.6611633,107.3332596,106.7608414,105.4105835,104.1031876,,,,,,100.7347336,100.6089325,100.2979736,100.1628189,99.74832916,99.90733337,105.8328094,106.2820511,104.9828491,103.2004395,105.0871811,104.3674088,104.7475967,104.6818619,106.5261993,107.3417435,107.5578918,101.9092407,101.4137268,,
Georgia,GEO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,96.88504791,,,,,92.41885376,,,,,97.29103851,95.47498322,86.33943176,85.00283051,82.68775177,82.51248169,84.89452362,88.98184204,92.40789032,95.18115997,92.78154755,89.46972656,88.67092896,90.70995331,89.75787354,93.01815796,98.35970306,100.8684769,101.6439972,101.7697372,102.845047,105.4996719,106.3709412,105.0765305,104.3193283,102.5976181,102.7743835,
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,67.19058228,65.49427032,66.45780945,64.7423172,65.01888275,69.85884857,71.60929871,72.13636017,73.68852234,75.2213974,77.70979309,78.87258911,76.47527313,72.89993286,74.0431366,70.02880859,70.87612152,69.81343842,73.44799805,71.59963989,79.94777679,80.58405304,79.91631317,81.40500641,80.12722778,80.04608154,83.13085938,,81.42208099,86.16439819,80.92534637,83.86647797,80.05594635,82.99952698,88.67060852,92.68595886,97.38607788,102.6670303,101.7411423,,104.2837982,108.0359726,107.2479935,105.3654022,108.6403275,106.4703674,104.7751617,102.4715195
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,30.51656914,25.97689056,30.00260925,30.79328918,31.81525993,31.25440979,35.5042305,37.31830978,39.25550079,40.52544022,39.27320099,37.29624939,35.90705872,34.50968933,39.00782013,36.30234146,34.23757935,35.26235962,35.49092865,34.77473068,37.13264084,36.28121185,39.94596863,41.95888901,45.85279846,47.05052948,50.54179001,51.01654053,53.65724945,57.18067169,60.60593033,69.40853882,73.14366913,76.57405853,78.95316315,80.84532166,83.05670929,84.21618652,83.9251709,85.90376282,88.99886322,90.72297668,92.47057343,93.92710114,,92.41047668,,
"Gambia, The",GMB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,28.40052032,27.2251091,28.66230011,29.05410004,29.92259979,31.35643959,32.74003983,35.69625092,39.46400833,43.88637924,53.32812881,57.50930023,60.97932816,64.823349,66.78900909,66.74080658,64.42749786,61.26390076,56.84294128,57.18330002,58.40631104,58.50102997,60.28686142,63.16537094,65.8944931,70.78704834,74.02030182,76.70762634,90.14482117,90.21708679,91.73207855,89.10852814,92.57080841,93.08238983,90.07750702,87.87734222,89.07893372,86.66442108,84.75904846,83.70787048,80.88089752,83.48631287,84.75537872,88.24852753,91.49066925,93.60700226,97.11534882,100.2323227
Guinea-Bissau,GNB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,27.41098022,31.66731071,39.06240082,45.5855217,68.68887329,73.61229706,,73.28896332,70.30690765,65.93122101,62.71107101,61.09059906,58.61500931,56.93857956,55.87850189,,52.94845963,50.39442825,50.5872612,,,45.96810913,44.31745911,49.31898117,53.18944168,55.60797119,60.27254105,63.46923065,,73.2879715,87.1727829,,,106.1212616,113.7779236,120.138031,,,,118.0801697,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,86.27279663,,,102.6916733,,,,,,,151.5891724,149.6557465,160.3112488,173.8241272,,,,,,,,,111.6321487,113.7026825,,,,,106.9700394,102.1195831,106.2740402,103.188179,93.93032837,,89.28790283,,,71.63210297,69.69725037,68.92720795,67.55761719,68.79283905,,,61.57761002,,,
Greece,GRC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.2708969,102.0593491,102.8464127,103.9630737,103.6020966,103.1173325,102.206337,101.0463409,99.86856079,98.06069183,99.46195984,99.46434784,99.86470032,99.67632294,99.23403168,98.10549164,95.19212341,95.83731842,95.25460815,94.7769165,94.39459991,92.53205872,90.30335999,89.74176788,91.36089325,90.46148682,90.27761078,92.22221375,93.50456238,94.36083984,93.33872986,94.61646271,95.41000366,96.26699066,95.35179138,94.83267212,94.05069733,,,95.55941772,95.50309753,95.89556885,95.31456757,93.95465088,95.04953766,94.1730423,,
Grenada,GRD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,124.1462479,126.9925766,129.6981506,136.1915436,115.6086273,119.6241074,120.9131622,120.3410568,117.5450516,113.5508881,107.8327332,106.0310822,105.8598404,103.5692902,103.9532623,101.4539032,112.0726166,114.6820221,,117.2228317,116.5764389,121.0412979,122.5592422,120.5725327,118.9312515,109.7944336,120.5865631,116.8212967,108.1415482,91.20018005,94.32536316,107.2318878,106.1592636,104.0313034,96.9621582,,96.27059174,99.64804077,104.5933838,103.3822632,,,102.6722717,103.1104431,104.8506622,101.3907013,102.0695877,
Greenland,GRL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,54.62659836,56.0754509,57.26935959,57.3571701,58.82883835,59.86893845,59.43917084,61.43410873,63.06933975,64.48860931,66.58611298,70.42308807,66.23526001,70.4179306,71.93965912,72.45855713,72.09387207,73.88601685,75.20308685,,72.57926178,76.06970978,80.01394653,81.80330658,81.73117065,84.07853699,85.5375824,86.2889328,92.44043732,97.82714081,99.79490662,100.396843,103.1170731,,108.6822586,109.8527908,111.0308304,111.3811874,111.9825592,115.7610092,115.4871292,113.6293335,108.876152,106.0150604,102.5798721,101.5126877,100.8169174,101.2052307,
Guam,GUM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,97.91644287,96.04473877,94.80381012,92.229599,90.95252991,88.63948059,87.38314819,86.67151642,80.7872467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.74378967,99.81513977,101.3986816,102.1478271,,98.46600342,103.5911713,100.3180695,99.04498291,95.68779755,96.23396301,97.50248718,97.10315704,96.42907715,95.9228363,96.56181335,98.97753143,103.1966705,107.5768204,,96.73171997,93.4057312,91.85823822,92.23625946,94.34751892,95.84963226,99.6950531,,103.443718,102.0358582,98.75395966,,95.3826828,,100.0445633,,98.27014923,99.55068207,95.87333679,96.6865387,98.07550812,96.08394623,,,,,,
High income,HIC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,99.70852661,99.9079895,99.83390045,100.014679,99.57235718,99.62180328,99.94496918,99.84812927,99.77384949,99.57523346,101.5607986,101.1758423,101.4258804,100.7003784,100.1923828,100.3199921,100.9828873,101.5399475,101.9564438,102.2894363,102.488533,102.1328964,101.5545731,101.4918289,101.4532013,101.6520386,101.6716537,100.6743927,101.8694763,101.9790497,101.5217819,101.5469131,101.0542374,101.3528519,101.9076767,102.3532791,102.7590179,103.3003769,103.5442123,103.1794662,102.6175766,102.1064072,102.0843506,102.3694916,102.3952332,102.5071335,102.5912781,102.5792389,
"Hong Kong SAR, China",HKG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,118.1628418,118.4600296,118.3191223,119.0925369,120.3623581,121.1461029,120.6884232,117.6746826,114.1736832,111.0247421,109.3807602,107.6202469,106.9740219,106.5502472,105.3206329,104.7010498,105.3155365,106.6433868,107.3998413,107.7161789,106.1134796,104.0753632,101.1314163,98.15154266,97.521698,97.41912842,,96.97839355,,,,,,,,,,,,,,102.9953766,105.519249,108.3017578,109.2199326,107.1863785,106.8058701,
Honduras,HND,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,82.99593353,83.02227783,84.45153046,83.40897369,84.84146881,85.43038177,86.56606293,85.44283295,88.0640564,93.71372223,95.36962891,94.78246307,100.828949,102.3828888,103.8325882,104.4577484,107.0311432,,107.1685028,,104.5339966,104.1135635,107.3594513,108.3250504,107.9229889,105.740181,106.2775726,106.4289322,105.4473801,104.4637833,103.5179062,,,110.0582275,108.8073425,105.4701691,109.699501,105.2112503,106.4254913,104.8458176,105.0906372,103.4599915,99.89040375,97.01281738,95.12915039,96.22226715,96.18450928,95.22141266,
Heavily indebted poor countries (HIPC),HPC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,49.12760162,49.47401047,49.77595901,50.87440872,51.89451981,54.0429306,56.82543945,59.43138123,61.57382965,63.38103104,65.62265015,67.26425171,66.44647217,66.4799881,66.18263245,65.08782959,64.83747101,63.59846115,63.55738068,62.14038849,60.62815094,62.34460068,61.05619812,61.17726898,62.23183823,64.79988861,65.13902283,69.62007904,70.46563721,70.12319946,72.61147308,75.99391174,81.45511627,84.89620972,87.89473724,90.55267334,92.98303986,95.2335968,98.56645203,98.55867004,98.58457184,98.63401794,99.91732025,100.194397,100.8827515,100.307457,100.4818115,100.4974976,
Croatia,HRV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.24098206,83.92809296,84.81249237,86.37071991,87.28327179,91.1309967,93.12094116,95.04631042,97.08647919,99.78099823,101.7557831,,103.3454437,100.7032471,97.72312927,93.84751892,91.78627777,91.94596863,93.53772736,95.85063934,98.40791321,98.97955322,98.03987122,95.39571381,,
Haiti,HTI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,50.09175873,52.15481186,53.5580101,55.12849045,56.69396973,60.52365875,61.61869049,61.74364853,62.38122177,67.84413147,74.51268768,75.29090881,81.04405212,85.48081207,86.68306732,89.13831329,75.27642059,,,,,74.77619934,78.3031311,84.05391693,91.02767944,99.25559235,108.2000122,111.8783417,,,,,,,,,,,,,,,,,,,,
